rva	name
0x00007420	AbnormalStateContainer::AbnormalStateGuildAcademyMasterEnchant::ase_SetMain
0x000074f0	AbnormalStateContainer::AbstateElementInObject::aeo_IsMine
0x000075f0	AbnormalStateContainer::AbstateElementInObject::aeo_GetRestTime
0x000076c0	ShineObjectClass::ShineMobileObject::smo_DotDamageAppend
0x00007830	ShineObjectClass::ShinePlayer::sp_AbstateCheck
0x00007970	ShineObjectClass::ShineObject::so_smo_CanEnchant
0x000079c0	List<AbnormalStateContainer::AbnormalStateNode>::l_PushZ
0x000079f0	List<AbnormalStateContainer::AbstateElementInObject>::l_Clear
0x00007a40	List<MobRegenClass::MobBreeder>::l_PushA
0x00007a70	List<AbnormalStateContainer::AbstateElementInObject>::l_Search
0x00007ae0	ListTraveler<AbnormalStateContainer::AbstateElementInObject>::ListTraveler<AbnormalStateContainer::AbstateElementInObject>
0x00007b10	ShineDynamicCast<ShineObjectClass::ShineMobileObject>
0x00007b50	ShineDynamicCast<ShineObjectClass::ShinePlayer>
0x00007b90	List<AbnormalStateContainer::AbstateElementInObject>::l_MakeList
0x00007cb0	AbnormalStateContainer::AbstateElementInObject::aeo_InformAfterLogin
0x00007d80	AbnormalStateContainer::AbstateElementInObject::aeo_IsPartyChant
0x00007de0	AbnormalStateContainer::AbstateListInObject::asl_Abstate_IsSet
0x00007e70	AbnormalStateContainer::AbnormalStateHide::ase_Routine
0x00007f30	ShineObjectClass::ShineMobileObject::so_mobile_DamageOverTime
0x000082c0	ShineObjectClass::ShineMobileObject::smo_CureCurse
0x00008450	AbnormalStateContainer::AbstateElementInObject::aeo_Set
0x000088f0	AbnormalStateContainer::AbstateListInObject::asl_AbstateReset
0x00008af0	AbnormalStateContainer::AbstateListInObject::asl_IsHereGood
0x00008c80	AbnormalStateContainer::AbstateListInObject::asl_IsHereBad
0x00008e10	AbnormalStateContainer::AbstateListInObject::asl_SendAfterLogin
0x00008f00	AbnormalStateContainer::AbstateListInObject::asl_Store
0x00009230	AbnormalStateContainer::SubAbnormalStateActorPoison::sasa_GetDamage
0x00009370	AbnormalStateContainer::SubAbnormalStateActorDisease::sasa_Routine
0x000094a0	AbnormalStateContainer::SubAbnormalStateActerTimeAttack::sasa_Act_LastDamegeInterceptByDef
0x00009650	AbnormalStateContainer::SubAbnormalStateActor::sasa_AttachObject
0x000096d0	AbnormalStateContainer::SubAbnormalStateActor::sasa_DetachObject
0x00009790	ShineObjectClass::ShineMobileObject::so_smo_AbStateKeepTimeAdd
0x000099b0	AbnormalStateContainer::AbstateListInObject::asl_CanEnchant
0x00009bd0	AbnormalStateContainer::AbstateListInObject::asl_IsDuringEnchant
0x00009ce0	AbnormalStateContainer::SubAbnormalStateActorDetachProcess::sasa_DetachObject
0x00009f80	List<AbnormalStateContainer::AbnormalStateNode>::l_Clear
0x00009fd0	AbnormalStateContainer::AbstateListInObject::AbstateListInObject
0x0000a120	AbnormalStateContainer::AbstateListInObject::asl_AbstateSet
0x0000a4a0	AbnormalStateContainer::SubAbnormalStateCaptivate::sasa_AttachObject
0x0000a4f0	AbnormalStateContainer::SubAbnormalStateCaptivate::sasa_DetachObject
0x0000a540	AbnormalStateContainer::SubAbnormalStateActorPoison::sasa_Routine
0x0000a680	AbnormalStateContainer::SubAbnormalStateActorAreaDamage::sasa_Routine
0x0000aaf0	ShineObjectClass::ShineMobileObject::so_smo_CanEnchant
0x0000aba0	List<AbnormalStateContainer::AbnormalStateNode>::l_MakeList
0x0000acc0	AxialListNearScanParty::alnsp_Buffing
0x0000ae00	AxialListNearScanCoupleParty::alnsp_Buffing
0x0000af40	AxialListNearScanGuildAcademy::alnsga_Buffing
0x0000b080	AbnormalStateContainer::AbnormalStateCouplePartyEnchant::ase_Routine
0x0000b340	AbnormalStateContainer::AbnormalStatePartyEnchant::ase_Routine
0x0000b6c0	AbnormalStateContainer::AbnormalStateGuildAcademyMasterEnchant::ase_Routine
0x0000b910	AbnormalStateContainer::AbnormalStateList::AbnormalStateList
0x0000f6d0	AbnormalStateDictionary::AbState::AbStateStr::AbStateStrArgument::assa_FindEffect
0x0000f700	AbnormalStateDictionary::AbState::AbStateStr::AbStateStrArgument::assa_IsHaveEffect
0x0000f730	ShineObjectClass::ShineObject::so_AbnormalState_Set_CharAllMode
0x0000f740	ShineObjectClass::ShineMobileObject::so_AbnormalState_Set
0x0000f7d0	ShineObjectClass::ShinePlayer::so_AbnormalState_Set
0x0000f880	ShineObjectClass::ShineObject::so_AbnormalState_Set_Simple
0x0000f960	ShineObjectClass::ShineObject::so_AbnormalState_Set_Simple
0x0000fa40	ShineObjectClass::ShinePlayer::so_AbnormalState_Set_CharAllMode
0x0000fae0	ShineObjectClass::ShineMob::so_AbnormalState_Resist
0x0000fbe0	ShineObjectClass::ShinePlayer::so_AbnormalState_Resist
0x0000fc70	BinaryDataBox<SubAbStateInfo>::bdb_ReadData
0x0000fd20	BinaryDataBox<AbnormalStateInfo>::bdb_ReadData
0x0000fdd0	AbnormalStateDictionary::SubAbState::SubAbState
0x0000fe40	AbnormalStateDictionary::SubAbState::sas_Load
0x0000fe80	AbnormalStateDictionary::SubAbState::sas_Find
0x0000ffd0	AbnormalStateDictionary::AbState::AbState
0x00010040	AbnormalStateDictionary::AbState::~AbState
0x000100b0	AbnormalStateDictionary::AbState::as_Load
0x000104d0	ShineObjectClass::ShineMobileObject::so_FillBriefABState
0x000105e0	UseEffect::UseItemJustReviveAtDead::UseItemJustReviveAtDead
0x00010600	UseEffect::UseItemJustReviveAtDead::~UseItemJustReviveAtDead
0x00010610	std::vector<AbnormalStateContainer::AbstateElementInObject,std::allocator<AbnormalStateContainer::AbstateElementInObject> >::size
0x00010630	ShineObjectClass::ShinePlayer::sp_NC_ITEM_REVIVEITEMUSE_CMD
0x00010730	AbnormalStateContainer::AbstateElementInObject::aeo_Recover
0x00010880	ShineObjectClass::ShinePlayer::so_ReviveByItem
0x00010920	ChargedItemEffectList::ChargedItemEffectElement::ciee_AfterLoginComplete
0x00010ad0	ShineObjectClass::ShinePlayer::sp_ChargedEffectAfterLoginComplete
0x00010b90	std::copy<AbnormalStateContainer::AbstateElementInObject *,AbnormalStateContainer::AbstateElementInObject *>
0x00010bc0	ChargedItemEffectList::ChargedEffectAfterLoginComplete::lid_Call
0x00010c70	ShineObjectClass::ShinePlayer::sp_CanChargedEnchant
0x00010da0	ShineObjectClass::ShinePlayer::sp_RemoveEE_SETABSTATE
0x00010e80	ShineObjectClass::ShinePlayer::sp_RemoveAllChargeBuff
0x00010f30	std::basic_string<char,std::char_traits<char>,std::allocator<char> >::erase
0x00010fb0	std::basic_string<char,std::char_traits<char>,std::allocator<char> >::_Tidy
0x00011010	std::basic_string<char,std::char_traits<char>,std::allocator<char> >::_Copy
0x00011150	std::_Uninit_copy<AbnormalStateContainer::AbstateElementInObject *,AbnormalStateContainer::AbstateElementInObject *,std::allocator<AbnormalStateContainer::AbstateElementInObject> >
0x00011180	std::out_of_range::~out_of_range
0x000111c0	std::logic_error::what
0x000111d0	AbnormalStateShelter::AbstateShelter::as_Remove
0x00011220	ShineObjectClass::ShinePlayer::sp_NC_SKILL_REPLYREVIVE_CMD
0x00011300	AbnormalStateShelter::AbstateBuffer::ab_Recover
0x000113d0	std::basic_string<char,std::char_traits<char>,std::allocator<char> >::assign
0x000114c0	std::basic_string<char,std::char_traits<char>,std::allocator<char> >::assign
0x000115b0	std::vector<AbnormalStateContainer::AbstateElementInObject,std::allocator<AbnormalStateContainer::AbstateElementInObject> >::_Ucopy<AbnormalStateContainer::AbstateElementInObject *>
0x000115d0	std::basic_string<char,std::char_traits<char>,std::allocator<char> >::basic_string<char,std::char_traits<char>,std::allocator<char> >
0x00011600	std::basic_string<char,std::char_traits<char>,std::allocator<char> >::assign
0x00011630	std::vector<AbnormalStateContainer::AbstateElementInObject,std::allocator<AbnormalStateContainer::AbstateElementInObject> >::_Destroy
0x00011660	std::basic_string<char,std::char_traits<char>,std::allocator<char> >::basic_string<char,std::char_traits<char>,std::allocator<char> >
0x000116a0	std::logic_error::logic_error
0x00011700	std::logic_error::`scalar deleting destructor'
0x00011720	std::vector<AbnormalStateContainer::AbstateElementInObject,std::allocator<AbnormalStateContainer::AbstateElementInObject> >::_Tidy
0x00011770	std::logic_error::logic_error
0x000117e0	std::vector<AbnormalStateContainer::AbstateElementInObject,std::allocator<AbnormalStateContainer::AbstateElementInObject> >::_Xlen
0x00011850	std::length_error::length_error
0x00011870	std::vector<AbnormalStateContainer::AbstateElementInObject,std::allocator<AbnormalStateContainer::AbstateElementInObject> >::_Buy
0x000118c0	std::vector<AbnormalStateContainer::AbstateElementInObject,std::allocator<AbnormalStateContainer::AbstateElementInObject> >::vector<AbnormalStateContainer::AbstateElementInObject,std::allocator<AbnormalStateContainer::AbstateElementInObject> >
0x00011990	std::vector<AbnormalStateContainer::AbstateElementInObject,std::allocator<AbnormalStateContainer::AbstateElementInObject> >::operator=
0x00011b10	AbnormalStateShelter::AbstateBuffer::~AbstateBuffer
0x00011b20	std::_Copy_backward_opt<AbnormalStateShelter::AbstateBuffer *,AbnormalStateShelter::AbstateBuffer *>
0x00011b60	std::fill<AbnormalStateShelter::AbstateBuffer *,AbnormalStateShelter::AbstateBuffer>
0x00011b90	std::_Uninit_copy<AbnormalStateShelter::AbstateBuffer *,AbnormalStateShelter::AbstateBuffer *,std::allocator<AbnormalStateShelter::AbstateBuffer> >
0x00011c30	std::_Uninit_fill_n<AbnormalStateShelter::AbstateBuffer *,unsigned int,AbnormalStateShelter::AbstateBuffer,std::allocator<AbnormalStateShelter::AbstateBuffer> >
0x00011cd0	std::vector<AbnormalStateShelter::AbstateBuffer,std::allocator<AbnormalStateShelter::AbstateBuffer> >::_Ufill
0x00011d00	std::vector<AbnormalStateShelter::AbstateBuffer,std::allocator<AbnormalStateShelter::AbstateBuffer> >::_Destroy
0x00011d30	std::vector<AbnormalStateShelter::AbstateBuffer,std::allocator<AbnormalStateShelter::AbstateBuffer> >::_Insert_n
0x00012040	std::vector<AbnormalStateShelter::AbstateBuffer,std::allocator<AbnormalStateShelter::AbstateBuffer> >::insert
0x000120b0	std::vector<AbnormalStateShelter::AbstateBuffer,std::allocator<AbnormalStateShelter::AbstateBuffer> >::_Tidy
0x00012100	std::vector<AbnormalStateShelter::AbstateBuffer,std::allocator<AbnormalStateShelter::AbstateBuffer> >::push_back
0x00012190	FamilyMobManagement::FamilyMobManager::FamilyMobManager
0x000121a0	AbnormalStateShelter::AbstateShelter::~AbstateShelter
0x000121b0	AbnormalStateShelter::AbstateShelter::operator[]
0x00012310	UseEffect::UseItemJustReviveAtDead::uib_Effect
0x000123d0	Name3::Name3
0x00012400	Name3::operator=
0x00012420	Name4::Name4
0x00012450	ORToken::operator=
0x00012480	ORToken::ORToken
0x000124b0	NameString::operator[]
0x000124f0	AxialListMobSuicide::~AxialListMobSuicide
0x00012500	NPCManager::nm_FindNPCFunc
0x00012530	AbnormalStateDictionary::AbState::as_FromName
0x00012590	ItemDataBox::idb_SpecialItems
0x000125a0	ItemDataBox::idb_2itemid
0x000125c0	ItemDataBox::operator[]
0x00012620	MobDataBox::mdb_2MobID
0x00012640	MobDataBox::operator[]
0x000126a0	DebugLogging::DebugLogging
0x000126e0	DebugLogging::dl_MakeFileName
0x00012790	DebugLogging::dl_FilePoint
0x000127f0	DebugLogging::operator<<
0x00012870	DebugLogging::operator<<
0x000128d0	FieldMap::fm_IsBlock
0x000128f0	FieldMap::fm_GetClientMapname
0x00012900	FieldMap::fm_DropFilm
0x00012910	FieldMap::fm_ScriptInterrupt
0x00012920	FieldMap::fm_GetFieldBonus
0x00012930	CharacterPassiveList::cpl_IsLearn
0x00012970	ShineObjectClass::ShineObject::so_GetDirect
0x00012980	ShineObjectManager::som_Getlist
0x000129b0	ShineObjectClass::ShineObject::so_GetLayer
0x000129c0	MapDataBox::operator[]
0x000129e0	MapDataBox::mdb_2mapid
0x00012a00	AxialListDoorAction::~AxialListDoorAction
0x00012a10	PROTO_KQ_MAP_INFO::PROTO_KQ_MAP_INFO
0x00012a30	AmpersandCommand::ac_LinktoSaveData
0x00012a40	AmpersandCommand::ac_Default
0x00012a70	PROTO_PARTY_MEMBER::PROTO_PARTY_MEMBER
0x00012a90	AmpersandCommand::ac_QuestStartReq
0x00012ad0	AmpersandCommand::ac_QuestReadReq
0x00012b10	AmpersandCommand::ac_IDTimeChange
0x00012c60	AmpersandCommand::ac_ViewAggroList
0x00012c90	AmpersandCommand::ac_LuaObserver
0x00012cc0	AmpersandCommand::ac_LuaFuncExec
0x00012cf0	AmpersandCommand::ac_GodOfSlotMachine
0x00012d30	SocketBundle<GameLogSession>::sb_GetSocket
0x00012d90	List<AmpersandCommandElement>::~List<AmpersandCommandElement>
0x00012db0	ListTraveler<ShineObjectClass::ShineObject>::operator->
0x00012de0	std::basic_string<char,std::char_traits<char>,std::allocator<char> >::compare
0x00012e60	ListIter_AmpCmdArgument::~ListIter_AmpCmdArgument
0x00012ee0	ListIter_AmpCmdArgument::lid_Call
0x00013020	ListIter_AmpCmdLevel::ListIter_AmpCmdLevel
0x00013120	ListIter_AmpCmdLevel::~ListIter_AmpCmdLevel
0x000131a0	ListIter_AmpCmdLevel::lid_Call
0x00013280	AmpCmdInit
0x00013330	ShineObjectClass::ShinePlayer::sp_AmpersandCommand
0x00013420	AmpersandCommand::~AmpersandCommand
0x00013490	AmpersandCommand::ac_wall
0x00013530	AmpersandCommand::ac_TempLinkUsage
0x00013570	AmpersandCommand::ac_MobBreedUsage
0x000135a0	AmpersandCommand::ac_Scanf
0x00013620	AmpersandCommand::ac_Store
0x000136b0	AmpersandCommand::ac_Hide
0x000137b0	AmpersandCommand::ac_Show
0x00013870	AmpersandCommand::ac_Dimension
0x00013920	AmpersandCommand::ac_AdminLevel
0x00013a00	AmpersandCommand::ac_ServerIndex
0x00013aa0	AmpersandCommand::ac_LinkTo
0x00013d20	AmpersandCommand::ac_DoorBuild
0x00013ea0	AmpersandCommand::ac_ScriptInterrupt
0x00013ff0	AmpersandCommand::ac_Timer
0x000140f0	AmpersandCommand::ac_GuildCollectClear
0x00014190	AmpersandCommand::ac_GuildCollectSet
0x00014270	AmpersandCommand::ac_NoticeZone
0x00014400	AmpersandCommand::ac_GMChat
0x000144f0	AxialListDoorAction::ali_Work
0x000145b0	AmpersandCommand::ac_OXBlock
0x000146c0	AmpersandCommand::ac_TempLink
0x00014910	AmpersandCommand::ac_MobBreed
0x00014bc0	AmpersandCommand::ac_MobBreed_simple
0x00014ce0	AmpersandCommand::ac_MakeItem
0x00014f40	AmpersandCommand::ac_ClearInventory
0x000151f0	AmpersandCommand::ac_fullpoint
0x000152a0	AmpersandCommand::ac_summonplayer
0x00015490	AmpersandCommand::ac_questrecieve
0x000154e0	AmpersandCommand::ac_questgiveup
0x00015530	AmpersandCommand::ac_questcomplete
0x000155d0	AmpersandCommand::ac_learnskill
0x000156f0	AmpersandCommand::ac_skillcooltime
0x00015740	AmpersandCommand::ac_Setabstate
0x000158c0	AmpersandCommand::ac_resetabstate
0x00015970	AmpersandCommand::ac_performance
0x00015a70	AmpersandCommand::ac_Sethp
0x00015b60	AmpersandCommand::ac_Setsp
0x00015c40	AmpersandCommand::ac_Dist
0x00015d30	AmpersandCommand::ac_BlockMatrix
0x00015dd0	AmpersandCommand::ac_CurrentLoc
0x00015f40	AmpersandCommand::ac_KickOutPlayer
0x00016000	AmpersandCommand::ac_FindMob
0x000160c0	AmpersandCommand::ac_FindPlayer
0x000161a0	AmpersandCommand::ac_SummonPlayer
0x000162a0	AmpersandCommand::ac_MobDistribute
0x00016340	AmpersandCommand::ac_ChargedItem
0x000163f0	PROTO_KQ_INFO::~PROTO_KQ_INFO
0x00016410	KingdomQuest::KQElement::KQElementMap::KQElementMap
0x00016420	AmpersandCommand::ac_killallmob
0x000164c0	AmpersandCommand::ac_mobdamage
0x000165a0	AmpersandCommand::ac_SuicideAllMob
0x00016670	AmpersandCommand::ac_ServerSocketCut
0x00016770	AmpersandCommand::ac_EmptyMap
0x00016860	AmpersandCommand::ac_ZoneLinkTest
0x00016940	AmpersandCommand::ac_GuildTournament
0x00016af0	AmpersandCommand::ac_EndOfKingdomQuest
0x00016ba0	AmpersandCommand::ac_ReroadKingdomQuest
0x00016c90	AmpersandCommand::ac_deathaura
0x00016d00	AmpersandCommand::ac_immortal
0x00016d90	AmpersandCommand::ac_HorseSpeed
0x00016e40	AmpersandCommand::ac_EnterMiniHouse
0x00016e90	AmpersandCommand::ac_staticdamage
0x00016f40	AmpersandCommand::ac_KeepFromChat
0x00017040	AmpersandCommand::ac_BonusExp
0x00017170	AmpersandCommand::ac_BonusItem
0x000172a0	AmpersandCommand::ac_FieldBonus
0x000173b0	AmpersandCommand::ac_CharInform
0x00017480	AmpersandCommand::ac_PartyInform
0x00017570	AmpersandCommand::ac_LuaSec
0x00017670	AmpersandCommand::ac_ParameterView
